timestamp,open,high,low,close,adjusted close,volume,dividend amount
2024-03-08,17.8600,17.9700,17.8000,17.9200,17.9200,22329425,0.0000
2024-02-29,17.6800,17.9400,17.4000,17.8600,17.8600,67969317,0.1772
2024-01-31,17.2900,17.8000,17.0600,17.6200,17.4438,61826776,0.1790
2023-12-29,17.0300,17.5200,16.9400,17.3400,16.9941,64371479,0.1659
2023-11-30,16.6400,17.1100,16.6300,17.0500,16.5518,60200257,0.1611
2023-10-31,16.7800,17.3400,16.2500,16.6100,15.9733,107866983,0.1668
2023-09-29,17.5000,17.5100,16.4900,16.7700,15.9668,94518415,0.1719
2023-08-31,18.0200,18.0500,17.1400,17.4700,16.4673,111714508,0.1731
2023-07-31,17.7500,18.1600,17.6300,18.0300,16.8265,87358822,0.1797
2023-06-30,17.6700,17.8850,17.3400,17.7500,16.4001,114662946,0.1768
2023-05-31,17.2900,17.6700,17.1800,17.6400,16.1361,83455534,0.1682
2023-04-28,17.1100,17.3300,16.9300,17.2900,15.6649,67160555,0.1730
2023-03-31,16.4000,17.1700,16.0900,17.1500,15.3826,105137953,0.1690
2023-02-28,16.8800,17.0300,16.2200,16.4000,14.5632,68430984,0.1673
2023-01-31,15.9899,16.8900,15.6901,16.8800,14.8373,63822999,0.1696
2022-12-30,16.6100,16.7800,15.7200,15.9100,13.8447,77556205,0.1611
2022-11-30,16.2400,16.6400,15.6617,16.5800,14.2832,78956681,0.1648
2022-10-31,15.7300,16.3900,15.0000,16.1400,13.7644,91425478,0.1626
2022-09-30,16.9400,17.7350,15.6318,15.6600,13.2209,109261806,0.1653
2022-08-31,18.3900,18.5300,17.0200,17.0600,14.2588,98244736,0.1813
2022-07-29,17.4800,18.4200,16.8200,18.4200,15.2392,67081523,0.1809
2022-06-30,18.0600,18.1400,17.0100,17.4700,14.3078,100280703,0.1735
2022-05-31,19.3000,20.2399,17.3101,18.0300,14.6207,173754114,0.1785
2022-04-29,20.9700,21.0900,19.2600,19.3500,15.5343,106948758,0.2051
2022-03-31,20.1000,21.0500,19.0429,20.9700,16.6672,110709448,0.2097
2022-02-28,20.8007,21.0399,18.9300,20.1200,15.8308,108915604,0.2020
2022-01-31,22.2600,22.3100,19.4300,20.7700,16.1772,175791886,0.2030
2021-12-31,22.7000,22.8999,21.7700,22.1900,17.1121,107347454,0.4994
2021-11-30,22.8300,23.0900,22.3000,22.5100,16.9776,74388061,0.2246
2021-10-29,22.0800,22.8200,21.5900,22.8200,17.0426,68362305,0.1966
2021-09-30,23.0500,23.1500,22.0200,22.0600,16.3327,81855091,0.1902
2021-08-31,22.5200,23.0300,22.4500,23.0200,16.8994,54515337,0.1879
2021-07-30,22.4300,22.6400,21.9300,22.4900,16.3758,58729842,0.2230
2021-06-30,22.2600,22.5000,21.9750,22.4300,16.1685,52699590,0.1939
2021-05-28,22.6600,22.6700,21.3600,22.2100,15.8711,45256467,0.2207
2021-04-30,22.6700,22.8900,22.2800,22.5800,15.9759,35856906,0.2283
2021-03-31,22.7000,23.1473,21.2500,22.5700,15.8081,34969231,0.2239
2021-02-26,22.9400,23.5800,22.1120,22.4000,15.5340,27744779,0.2333
2021-01-29,22.8500,23.2541,22.5000,22.8300,15.6719,18256919,0.2288
2020-12-31,22.5700,23.1100,22.4820,22.8000,15.4968,15588609,0.2299
2020-11-30,20.7800,22.5400,20.5200,22.5400,15.1672,11357905,0.2229
2020-10-30,21.5900,22.0050,20.5100,20.6900,13.7840,13219663,0.2167
2020-09-30,22.2200,22.2800,20.7000,21.5600,14.2192,16895636,0.2119
2020-08-31,21.6500,22.1801,21.6500,22.1400,14.4565,11076757,0.2200
2020-07-31,20.9600,21.5800,20.8650,21.5800,13.9503,12344972,0.2143
2020-06-30,20.6700,21.1500,20.4300,21.0000,13.4413,14378421,0.2092
2020-05-29,19.8200,20.7400,19.7200,20.6600,13.0925,10267476,0.2042
2020-04-30,18.8500,20.1100,18.7000,20.0700,12.5930,12118901,0.1986
2020-03-31,21.6500,22.7400,17.2200,19.2700,11.9696,19092862,0.1806
2020-02-28,23.6000,24.1800,20.6000,21.3900,13.1545,12668492,0.2377
2020-01-31,23.7100,23.9900,23.2000,23.5100,14.3099,9360142,0.1989
2019-12-31,23.3600,23.8700,22.9950,23.6100,14.2515,7288907,0.1654
2019-11-29,23.1800,23.4800,23.0520,23.3900,14.0203,7031633,0.1951
2019-10-31,22.6600,23.1800,21.9000,23.1300,13.7488,7495728,0.1769
2019-09-30,22.6300,23.0950,22.2800,22.6000,13.3305,5275765,0.1754
2019-08-30,23.2000,23.4000,21.8600,22.6600,13.2633,6836607,0.2273
2019-07-31,23.0100,23.4800,23.0000,23.1800,13.4326,5425675,0.1711
2019-06-28,21.6100,23.1500,21.0900,22.7900,13.1107,3635339,0.2153
2019-05-31,22.9700,23.0000,21.6100,21.6900,12.3608,6097404,0.2114
2019-04-30,22.8100,23.1400,22.7500,22.9000,12.9281,5755636,0.1789
2019-03-29,22.5000,22.9900,22.0600,22.7000,12.7157,3899403,0.2035
2019-02-28,22.0800,22.5000,22.0700,22.4100,12.4415,3208626,0.1850
2019-01-31,20.9400,22.1730,20.9400,22.0700,12.1517,3103594,0.2174
2018-12-31,23.6600,23.7000,19.4300,21.3100,11.6165,4303986,0.1721
2018-11-30,23.5900,24.2500,22.3200,23.3300,12.6147,3126147,0.2250
2018-10-31,25.1900,25.2800,22.3100,23.5200,12.5920,4171389,0.2470
2018-09-28,25.1800,25.3300,24.9200,25.1300,13.3106,3754753,0.2014
2018-08-31,24.5300,25.2600,24.4750,25.1500,13.2149,3105151,0.2258
2018-07-31,24.0000,25.1290,23.8700,24.5300,12.7735,2618693,0.1814
2018-06-29,24.6500,24.8200,23.7500,24.0400,12.4281,2937447,0.1995
2018-05-31,23.9800,24.9100,23.8200,24.5700,12.5995,2141218,0.2163
2018-04-30,23.7500,24.8800,22.8200,23.9600,12.1793,1791851,0.2341
2018-03-29,25.0200,25.5000,23.2300,23.8000,11.9794,2377576,0.2487
2018-02-28,24.8900,25.2000,22.6700,24.9100,12.4132,1655508,0.2487
2018-01-31,24.5300,25.3500,24.5300,24.8580,12.2644,1665765,0.2502
2017-12-29,24.3900,24.9800,24.0700,24.5310,11.9824,634637,0.2466
2017-11-30,24.4100,24.5600,24.2300,24.4000,11.8003,915072,0.1322
2017-10-31,24.0000,24.3900,23.8750,24.3600,11.7176,697691,0.1490
2017-09-29,24.0300,24.1000,23.5000,23.9000,11.4255,969056,0.1537
2017-08-31,23.9000,24.1800,23.5000,23.9300,11.3666,836453,0.2028
2017-07-31,23.5500,24.1600,23.4900,23.8200,11.2180,1823268,0.1585
2017-06-30,23.9700,24.1200,23.4361,23.6400,11.0599,813853,0.2214
2017-05-31,23.5900,24.0700,23.3784,23.7500,11.0087,647388,0.1260
2017-04-28,23.3100,23.6900,23.1000,23.4600,10.8169,466479,0.1445
2017-03-31,23.3400,23.3400,22.8801,23.2500,10.6545,561980,0.1233
2017-02-28,22.9000,23.3299,22.8829,23.0700,10.5156,524636,0.0999
2017-01-31,22.5000,23.0700,22.3112,22.9000,10.3932,481709,0.1275
2016-12-30,22.3100,22.7400,22.1000,22.3500,10.0875,402649,0.1455
2016-11-30,22.1700,22.7800,21.6100,22.3100,10.0046,581641,0.1620
2016-10-31,22.2000,22.8000,22.0000,22.1501,9.8617,333275,0.1494
2016-09-30,21.8800,22.4200,21.6520,22.1550,9.7981,241026,0.1945
2016-08-31,21.8800,22.1750,21.8200,21.9013,9.6014,343479,0.1298
2016-07-29,21.7700,22.0500,21.6408,21.9050,9.5463,411496,0.1414
2016-06-30,21.8900,21.9978,20.7700,21.7199,9.4047,418627,0.2024
2016-05-31,21.6082,22.4300,21.3100,21.7700,9.3386,300407,0.1713
