timestamp,open,high,low,close,adjusted close,volume,dividend amount
2024-03-07,124.0700,124.5900,122.6500,124.5900,124.5900,0,0.0000
2024-02-29,118.2500,123.0900,118.2500,123.0900,123.0900,0,0.0000
2024-01-31,114.7600,118.9200,113.2700,116.7800,116.7800,0,0.0000
2023-12-29,111.0700,115.9700,110.0100,115.9700,115.9700,0,0.4849
2023-11-30,101.6800,110.1300,101.6800,110.1300,109.6621,0,0.0000
2023-10-31,103.2300,105.3600,98.8500,100.6900,100.2622,0,0.0000
2023-09-29,109.3300,109.3300,102.8600,103.4100,102.9706,0,0.3860
2023-08-31,110.8400,110.8400,105.5300,109.0000,108.1430,0,0.0000
2023-07-31,107.5000,111.1500,106.1500,111.1500,110.2761,0,0.0000
2023-06-30,101.8400,107.3200,101.8400,107.3200,106.4762,0,0.3998
2023-05-31,100.3800,101.4300,97.8100,100.8300,99.6595,0,0.0000
2023-04-28,99.6500,100.4100,97.7400,100.4100,99.2444,0,0.0000
2023-03-31,96.8100,99.3700,93.7400,99.3700,98.2165,0,0.3803
2023-02-28,100.6700,102.2500,97.1400,97.2000,95.6890,0,0.0000
2023-01-31,92.7000,99.5200,92.3900,99.5200,97.9729,0,0.0000
2022-12-30,99.3500,99.3500,91.6100,93.1000,91.6527,0,0.4507
2022-11-30,94.1600,99.3800,90.7900,99.3800,97.3683,0,0.0000
2022-10-31,89.5700,95.0800,87.2700,94.4400,92.5283,0,0.0000
2022-09-30,96.7200,100.5500,87.3100,87.3100,85.5426,0,0.3847
2022-08-31,100.1600,105.2200,96.6400,96.6400,94.2864,0,0.0000
2022-07-29,92.8000,100.3900,91.9300,100.3900,97.9451,0,0.0000
2022-06-30,99.7900,101.8200,89.1000,91.7700,89.5350,0,0.3621
2022-05-31,101.4700,104.9200,95.0700,100.5400,97.7031,0,0.0000
2022-04-29,111.2800,112.1700,100.8100,100.8100,97.9655,0,0.0000
2022-03-31,105.9600,113.4100,102.1600,110.8000,107.6736,0,0.3422
2022-02-28,111.3400,112.5500,103.5800,107.6500,104.2893,0,0.0000
2022-01-31,118.2500,118.2500,105.5300,110.4700,107.0213,0,0.0000
2021-12-31,111.9700,118.2200,111.9700,117.5600,113.8899,0,0.4152
2021-11-30,115.8800,118.1400,113.6400,113.6400,109.7021,0,0.0000
2021-10-29,109.3600,115.3500,107.8800,115.3500,111.3528,0,0.0000
2021-09-30,113.6500,114.0500,108.0800,108.0800,104.3347,0,0.3496
2021-08-31,110.1500,113.6600,110.0200,113.5100,109.2346,0,0.0000
2021-07-30,109.0200,110.9700,106.6600,110.3500,106.1936,0,0.0000
2021-06-30,106.1900,108.4900,105.4400,108.4900,104.4036,0,0.3260
2021-05-28,105.8700,106.4600,101.9800,106.1200,101.8132,0,0.0000
2021-04-30,101.7900,106.4900,101.7900,105.6600,101.3718,0,0.0000
2021-03-31,99.8800,101.6400,95.9100,100.5000,96.4213,0,0.3244
2021-02-26,96.0500,100.9400,96.0500,97.4400,93.1776,0,0.0000
2021-01-29,93.3500,98.0400,93.3500,94.4300,90.2993,0,0.0000
2020-12-31,91.9900,94.7400,91.9900,94.7400,90.5957,0,0.3781
2020-11-30,82.1800,91.5800,82.1800,91.0600,86.7266,0,0.0000
2020-10-30,83.5700,87.5900,81.1600,81.1600,77.2977,0,0.0000
2020-09-30,87.0800,88.2700,79.9600,82.9400,78.9930,0,0.3259
2020-08-31,81.2700,86.4700,81.2700,86.3500,81.9069,0,0.0000
2020-07-31,76.6100,80.6900,76.6100,80.5700,76.4243,0,0.0000
2020-06-30,75.2900,79.9200,73.8900,76.2600,72.3361,0,0.3389
2020-05-29,68.9900,74.8900,68.8400,74.8900,70.7165,0,0.0000
2020-04-30,59.8300,71.9300,59.8300,71.0700,67.1093,0,0.0000
2020-03-31,76.3000,77.2500,54.4900,62.7500,59.2530,0,0.2965
2020-02-28,80.2900,83.7900,73.1300,73.1300,68.7159,0,0.0000
2020-01-31,80.2900,82.1800,79.6300,79.6300,74.8236,0,0.0000
2019-12-31,77.1900,79.9200,76.7200,79.6900,74.8800,0,0.4289
2019-11-29,75.8400,78.2200,75.8400,77.8900,72.7960,0,0.0000
2019-10-31,72.5500,75.3200,71.3200,75.0500,70.1418,0,0.0000
2019-09-30,72.0400,74.7400,72.0400,73.5000,68.6931,0,0.3389
