timestamp,open,high,low,close,adjusted close,volume,dividend amount
2024-03-08,519.2400,536.6300,512.1350,521.4900,521.4900,2767577,0.0000
2024-02-29,496.4100,523.6300,493.5300,517.7900,517.7900,9993632,0.0000
2024-01-31,477.6700,513.7674,460.4800,493.9100,493.9100,12123896,0.0000
2023-12-29,461.0900,487.8400,454.7700,484.0000,484.0000,10199044,0.7946
2023-11-30,408.4300,466.6700,408.4300,462.0300,461.2743,9742039,0.0000
2023-10-31,415.2100,434.7600,397.7600,407.8000,407.1330,11900734,0.0000
2023-09-29,447.7900,449.0200,406.0100,414.9000,414.2214,9531841,0.8814
2023-08-31,452.8800,455.8792,412.3300,444.8800,443.2071,13550918,0.0000
2023-07-31,442.3800,462.9700,432.0000,454.8100,453.0997,12076380,0.0000
2023-06-30,415.5800,447.9150,413.7300,442.1600,440.4973,13048945,0.6757
2023-05-31,384.0700,426.1600,374.8500,416.8800,414.6687,10120786,0.0000
2023-04-28,383.2400,386.3000,368.3900,384.3600,382.3212,10472289,0.0000
2023-03-31,352.1500,385.7600,343.3870,385.4700,383.4253,15363207,0.7716
2023-02-28,350.1900,372.2090,348.7100,352.1200,349.5271,11517678,0.0000
2023-01-31,322.3620,354.5200,310.0000,350.3800,347.7999,14660825,0.0000
2022-12-30,348.4400,357.4700,310.7500,319.4100,317.0579,16565439,0.8720
2022-11-30,334.3700,348.7400,303.5800,347.9400,344.4687,15853500,0.0000
2022-10-31,310.0800,334.9100,291.6150,330.2000,326.9057,15766668,0.0000
2022-09-30,345.3500,360.3400,307.1500,307.3700,304.3034,21280645,0.7639
2022-08-31,367.2000,391.5996,349.1900,349.2800,344.9751,9945608,0.0000
2022-07-29,324.8200,371.1400,321.3350,370.2000,365.6373,9998390,0.0000
2022-06-30,364.7000,369.6400,313.6622,326.5500,322.5253,15903543,0.5955
2022-05-31,366.3800,387.0200,327.0600,361.1000,356.0105,23497105,0.0000
2022-04-29,416.5000,423.5600,364.3100,367.2000,362.0245,13747997,0.0000
2022-03-31,402.5900,429.5600,365.9230,416.4800,410.6099,15181325,0.6774
2022-02-28,423.0000,429.6800,369.0100,403.9100,397.5689,17811065,0.0000
2022-01-31,458.7300,463.0000,380.6300,422.2600,415.6308,29421276,0.0000
2021-12-31,451.5500,467.0600,430.7400,458.1700,450.9771,10938390,0.8212
2021-11-30,434.3800,463.6751,431.9500,447.6900,439.8474,12708088,0.0000
2021-10-29,403.1400,434.4300,394.0600,434.1600,426.5544,11500906,0.0000
2021-09-30,428.1400,430.2800,401.2900,401.2900,394.2602,14151100,0.8869
2021-08-31,414.0700,429.8600,405.1200,426.6800,418.2861,9479276,0.0000
2021-07-30,398.3700,415.4006,394.4401,412.2100,404.1007,14156580,0.0000
2021-06-30,373.9800,400.1700,366.7500,398.7700,390.9251,10142524,0.5862
2021-05-28,378.7000,379.4697,350.9900,372.2800,364.4129,8573215,0.0000
2021-04-30,363.2400,388.7300,363.0000,376.9400,368.9744,8607787,0.0000
2021-03-31,362.5000,369.5700,335.6000,358.4900,350.9143,13313268,0.6292
2021-02-26,355.4300,382.7300,350.3100,356.5000,348.3534,9692913,0.0000
2021-01-29,355.3800,369.5178,343.1450,351.3000,343.2723,13348905,0.0000
2020-12-31,337.5500,357.6900,334.0800,353.7900,345.7054,10387407,0.6898
2020-11-30,300.3800,336.2500,295.4050,335.3300,327.0227,11120624,0.0000
2020-10-30,315.5900,333.4600,294.7900,297.9900,290.6077,14714294,0.0000
2020-09-30,331.7800,340.7400,291.1762,311.4500,303.7343,22647407,0.7074
2020-08-31,299.4800,330.3197,296.5100,328.1500,319.2663,13663979,0.0000
2020-07-31,278.6500,295.3300,276.1400,295.2700,287.2765,16546607,0.0000
2020-06-30,259.9800,282.0400,258.6100,278.7100,271.1648,17826316,0.6746
2020-05-29,236.5700,262.5500,232.5700,261.0300,253.3463,18931842,0.0000
2020-04-30,204.8600,244.2000,200.0000,242.0000,234.8765,21960932,0.0000
2020-03-31,239.3800,251.2000,179.4500,211.9000,205.6625,41879314,0.8409
2020-02-28,254.4500,273.7300,223.7900,235.6500,227.8821,21217735,0.0000
2020-01-31,247.0500,263.9900,243.8400,254.1800,245.8013,15773819,0.0000
2019-12-31,236.4200,246.7500,228.0100,244.8500,236.7788,9568330,0.6513
2019-11-29,224.5800,237.1500,224.1300,236.1500,227.7487,9804575,0.0000
2019-10-31,216.5100,224.4900,206.9200,223.6400,215.6838,9219054,0.0000
2019-09-30,211.9600,221.0000,210.1500,215.5500,207.8816,8767930,0.8344
2019-08-30,218.7400,223.2000,202.6200,213.5600,205.1712,13442342,0.0000
2019-07-31,215.3700,223.6700,212.8900,218.3500,209.7730,10097634,0.0000
2019-06-28,194.7900,214.0400,189.6900,210.8900,202.6060,10807221,0.6376
2019-05-31,215.4100,215.7700,194.3900,194.4600,186.2596,15191259,0.0000
2019-04-30,202.7500,215.0400,201.5000,213.4100,204.4105,15126599,0.0000
2019-03-29,194.8600,204.2400,187.1300,200.6300,192.1695,11690916,0.5968
2019-02-28,180.3700,194.9900,180.1600,193.3600,184.6655,9809751,0.0000
2019-01-31,163.5500,181.1500,158.5000,180.1600,172.0590,20445522,0.0000
2018-12-31,187.1500,187.5200,154.7200,166.8300,159.3284,22087004,0.6406
2018-11-30,185.8100,190.6400,169.6800,182.6700,173.8270,16136404,0.0000
2018-10-31,203.5800,204.4400,175.1200,185.3900,176.4154,19590661,0.0000
2018-09-28,202.4400,203.3400,197.4500,202.5600,192.7542,9261219,0.6488
2018-08-31,187.5000,203.1300,186.5100,202.8000,192.3633,12387683,0.0000
2018-07-31,179.9900,193.5000,179.6700,186.1600,176.5796,8864922,0.0000
2018-06-29,184.1600,190.4600,178.9700,181.4000,172.0646,12171017,0.4878
2018-05-31,170.5700,184.5000,170.1800,183.0100,173.1259,9556953,0.0000
2018-04-30,170.2700,178.5700,164.6200,170.9600,161.7267,10558454,0.0000
2018-03-29,177.8400,186.3600,166.4500,171.0000,161.7646,19726378,0.3776
2018-02-28,176.3800,181.0800,157.9600,177.3400,167.4152,17428589,0.0000
2018-01-31,165.4800,179.1900,165.1000,177.1700,167.2547,12889604,0.0000
2017-12-29,164.1500,168.1800,159.9900,164.7300,155.5109,11980022,0.4370
2017-11-30,164.0000,168.2279,162.0300,165.0100,155.3627,9551068,0.0000
2017-10-31,152.4100,163.6100,151.6000,163.2300,153.6868,10310188,0.0000
2017-09-29,151.5500,152.7302,148.2300,151.9900,143.1039,8013656,0.4190
2017-08-31,147.2300,151.4300,144.7700,151.2200,141.9845,8238705,0.0000
2017-07-31,141.5800,149.7800,139.4300,146.6600,137.7030,8878431,0.0000
2017-06-30,145.3700,148.2600,139.7500,140.8400,132.2384,12118072,0.4060
2017-05-31,139.2900,145.8350,139.0600,144.9200,135.6855,12248785,0.0000
2017-04-28,135.6800,139.2000,132.8700,138.8000,129.9555,7762295,0.0000
2017-03-31,133.7100,136.6700,132.7100,135.6300,126.9875,9096039,0.3630
2017-02-28,127.9700,134.0400,126.8500,133.0000,124.1891,8458691,0.0000
2017-01-31,122.2900,128.6000,121.7300,126.7400,118.3439,10692699,0.0000
